Geo Point;Geo Shape;nr;gebiet;realisiert
47.43084570324455,9.387840515668367;"{""coordinates"": [[[9.384469154462396, 47.42923496149561], [9.384482968418975, 47.42925451301192], [9.384498876098755, 47.429273309528384], [9.3846044291548, 47.42942572050107], [9.384610595883325, 47.42943591807201], [9.384618675104624, 47.429445480652795], [9.384733146817775, 47.42956657624181], [9.384926811231086, 47.42978338725743], [9.385161646857728, 47.430046297226205], [9.385212025329064, 47.43015893509673], [9.385216159839414, 47.43016975165811], [9.38520238279842, 47.430183847841704], [9.38519230220153, 47.43019932126607], [9.385187034269766, 47.430216602975776], [9.385185424311558, 47.43023420994375], [9.385185982116912, 47.430265410637496], [9.385184417897209, 47.43029659308804], [9.385182084498544, 47.43032777049867], [9.385178396602331, 47.43035888974901], [9.385177616709312, 47.43035931673882], [9.385159937746982, 47.43052229558819], [9.385126896156729, 47.43082785436088], [9.385126098095965, 47.430846635235355], [9.38512887667496, 47.43086532888537], [9.385135193557677, 47.43088361206961], [9.385144958721309, 47.430901198404285], [9.38522188683849, 47.431192318519905], [9.385224497881346, 47.43120715533857], [9.3852281521021, 47.43122187562288], [9.38524255983964, 47.43126380121567], [9.385252003882849, 47.43129725439857], [9.385258582098455, 47.43133101675516], [9.385260480576617, 47.43134848365727], [9.385261306086838, 47.4313659776269], [9.385261071220826, 47.43138348045842], [9.385259801492097, 47.43140096473141], [9.385254131036694, 47.43143551817256], [9.385245306364121, 47.431469746867535], [9.385232455844555, 47.431502657848135], [9.385216559827327, 47.431534954350326], [9.38519418700939, 47.4315743234897], [9.385186203819767, 47.431593135397954], [9.385182099914955, 47.43161252075045], [9.385181991595278, 47.4316323966172], [9.385185577251354, 47.43165212930148], [9.385190209835237, 47.43166641025647], [9.385197646069129, 47.43168013117384], [9.385207465317901, 47.431693029231674], [9.385219570881484, 47.43170499809577], [9.38526497700449, 47.43174291084257], [9.385311008043345, 47.431780507154336], [9.385357711973148, 47.43181801114348], [9.385405040162436, 47.431855180713356], [9.385416284198303, 47.43184939528876], [9.38558149605872, 47.43197460169132], [9.386125940554376, 47.43232769675034], [9.38647584039869, 47.43254563340442], [9.386854809373627, 47.43272922391452], [9.387025932015124, 47.432799861748386], [9.387026783863423, 47.43279922660625], [9.387068572852547, 47.43281650688088], [9.38707572517433, 47.43280724551156], [9.387229550164111, 47.43286244814029], [9.38736876901324, 47.43291163501444], [9.387428090905987, 47.432933010026254], [9.387571139680658, 47.43295063410537], [9.387732980999218, 47.43296837296479], [9.387930665899567, 47.43298911485964], [9.387934572440297, 47.4329868087611], [9.388012879666409, 47.43299545663519], [9.388231589339233, 47.43301643722236], [9.38852217174587, 47.43304197194139], [9.39032594299401, 47.433155244814], [9.390437195236604, 47.43315725289084], [9.39054061435747, 47.43314813806598], [9.390658424793727, 47.433109882188276], [9.39065633256102, 47.433125500086184], [9.390679222054882, 47.433114767134356], [9.390700877393051, 47.433102921416165], [9.390721181294829, 47.4330900188942], [9.390740030390498, 47.43307613328985], [9.390757102310578, 47.433061512963526], [9.390772567009842, 47.43304609206766], [9.390786321119782, 47.43302994432357], [9.390798314935632, 47.433013160539915], [9.390808378429753, 47.43299833468539], [9.390821464080979, 47.43297553155131], [9.390832529092913, 47.43295186285699], [9.390916578605795, 47.43277113578188], [9.390950005390758, 47.43269922605759], [9.391083475497407, 47.43242394373102], [9.391199379577612, 47.43217549870197], [9.39122936293971, 47.43211094349864], [9.391385322746277, 47.43177618936632], [9.391423834950022, 47.43169475582891], [9.391467074905384, 47.43160847405648], [9.391511321778049, 47.43152434349559], [9.391688672241244, 47.43120172406402], [9.391886640813551, 47.4308416167721], [9.391928026059524, 47.43076625233774], [9.39191597422309, 47.43072327102507], [9.391821207179564, 47.430702470311665], [9.391657083485006, 47.43063142437489], [9.391531766296646, 47.43060440998566], [9.391508865362368, 47.43059564710928], [9.391382812891193, 47.4305424460958], [9.391384864207552, 47.43053692334706], [9.3912328214675, 47.430505663802485], [9.391235253814378, 47.43049968477592], [9.391201181662526, 47.4304928829483], [9.391198487603816, 47.43049895636407], [9.391103267094524, 47.43048023201273], [9.390960604113523, 47.43043719870498], [9.39060612239563, 47.43033450372048], [9.390562316830321, 47.43031536044116], [9.390554950930582, 47.430327810548306], [9.390462456570585, 47.43029302521023], [9.390277594060287, 47.43022363212306], [9.39014860118704, 47.43017406919371], [9.390021270035, 47.43012317352202], [9.389896545067087, 47.43007066825942], [9.389852094008559, 47.430051625583374], [9.389767877237478, 47.4300154853816], [9.389272455595123, 47.42980078838006], [9.388777335784381, 47.42958589527963], [9.388101824449162, 47.42929851425306], [9.387980196917209, 47.429241060432545], [9.387859721934547, 47.42918574629712], [9.38773838776904, 47.42913122025901], [9.387615857399771, 47.429076606305934], [9.387311995311448, 47.42894342114552], [9.387199209313286, 47.42889384265455], [9.387076926606193, 47.42884016863951], [9.38689635983466, 47.428762546691246], [9.386720761296958, 47.42868771072579], [9.386555876518383, 47.42861796609267], [9.38637722472813, 47.428542272394004], [9.386216478971528, 47.42847438286417], [9.385956422190333, 47.42836530538549], [9.385830254066702, 47.42831190247605], [9.38561938366387, 47.42822305721839], [9.385389103458955, 47.42812657630403], [9.38515313732449, 47.42802758161479], [9.384882620796336, 47.42791550204838], [9.384647124782761, 47.42781698426419], [9.384508834144249, 47.427759024722455], [9.384488827738583, 47.42778077408532], [9.384306437523128, 47.427962054508576], [9.384274977943663, 47.42799074428448], [9.384198796781185, 47.428072314688144], [9.384124338374232, 47.42815205666476], [9.384102542255896, 47.428178532438864], [9.384094172616686, 47.42820200217485], [9.38410177430616, 47.42826560795379], [9.384167064464654, 47.428541828034994], [9.384323929074066, 47.428906897896276], [9.384449124928983, 47.429192995491434], [9.384458633180449, 47.42921408598694], [9.384469154462396, 47.42923496149561]]], ""type"": ""Polygon""}";29;Kantonsspital;2001-10-15
47.404234979989006,9.31599680931848;"{""coordinates"": [[[9.312432462034572, 47.4028101053902], [9.311806477492834, 47.402802452712926], [9.311468216813507, 47.40280414039565], [9.311495867446611, 47.40471910421379], [9.31153816382185, 47.40472013689563], [9.31170352866795, 47.404727163381864], [9.311902492993095, 47.404739258779536], [9.312100988866383, 47.40475460925051], [9.312298278352461, 47.40477257900158], [9.312494379652396, 47.40479481414493], [9.312534125344794, 47.404798676820775], [9.312882644191285, 47.4048471115049], [9.312903870360998, 47.404851535407786], [9.313058882769843, 47.404877288165174], [9.313243812335228, 47.404909653688], [9.313418752425823, 47.40494434024265], [9.313597286182986, 47.40498209907373], [9.31377543786662, 47.40502330058451], [9.313967697383891, 47.40507148819378], [9.314135206457955, 47.40511639763084], [9.314311400995964, 47.405167472522656], [9.314586633385469, 47.405253312794166], [9.31517139659284, 47.40543889204759], [9.31519885952305, 47.4054548200147], [9.315233725477476, 47.405470609730614], [9.31524229560187, 47.40546147378891], [9.315443291856385, 47.40551343964093], [9.315579933775185, 47.405547656527744], [9.31571772089057, 47.40558014526935], [9.31591038095136, 47.40562530028703], [9.316084033561438, 47.405668829579675], [9.316198431624949, 47.40570057325493], [9.316299591983318, 47.405732720899756], [9.316435355243273, 47.40576716699249], [9.316525862328511, 47.405807989513534], [9.316618835651312, 47.40585560939377], [9.31672863856209, 47.405914102568396], [9.31683079736552, 47.40596476680031], [9.316986412973206, 47.40604202885653], [9.317367611962943, 47.40585311575343], [9.317418433267623, 47.405827935122666], [9.317364173110127, 47.40580410347394], [9.317298356963775, 47.40577500769466], [9.317357226972577, 47.40573869319702], [9.317453216056075, 47.40574406867785], [9.317634020471406, 47.40572658943717], [9.317730907275113, 47.40571722242651], [9.317828498707184, 47.40572294039938], [9.317851466547863, 47.405783825593375], [9.318046905164211, 47.40582202239413], [9.318118497645308, 47.40584542781067], [9.318362538850183, 47.40585190259532], [9.318812714573172, 47.40592961429693], [9.318976029080762, 47.40594861148494], [9.319200128698611, 47.40597466209995], [9.319492048368428, 47.40590641092101], [9.319670536112186, 47.40581360049244], [9.319743370210173, 47.405775725872815], [9.319858522045404, 47.40585086297509], [9.320005348060125, 47.40594666249823], [9.319988796410248, 47.40564999450323], [9.319901851885911, 47.40553866313755], [9.319951535561009, 47.405344424064076], [9.31985187784723, 47.405288836594096], [9.319768465556997, 47.405081281401706], [9.319804776189288, 47.40500514447816], [9.319540421213881, 47.404877808375474], [9.319480702882876, 47.40484164207367], [9.3192204767676, 47.404684080948286], [9.319174129383047, 47.40465089967614], [9.319102973506386, 47.404559148542035], [9.319027431648388, 47.40438634510323], [9.319035701899667, 47.40436123552476], [9.319048926847065, 47.404321074713394], [9.319098032237248, 47.40430703220577], [9.3191850603464, 47.40434128767867], [9.319610022116018, 47.4045706238735], [9.320007319216653, 47.40455058739756], [9.320394720829016, 47.404341293181965], [9.320411119330208, 47.40398073323408], [9.320323245157175, 47.40377404274744], [9.320381923376527, 47.40357042615606], [9.319749364507727, 47.40343289342667], [9.319280865159882, 47.40332395032479], [9.319260947038986, 47.403319416331584], [9.318808459065096, 47.4032157706795], [9.318324114636555, 47.403137976462574], [9.317841520928601, 47.40306806889319], [9.317359911562058, 47.40300649229742], [9.31683314985586, 47.40296766284646], [9.31634802455639, 47.402924690508186], [9.31615637002736, 47.40293447208972], [9.316108628995952, 47.40293382649856], [9.315742045987292, 47.40292866362843], [9.315405648578947, 47.40291256399448], [9.314876241316336, 47.402890340627096], [9.314491044511875, 47.402881148672925], [9.314211018418408, 47.402874431465776], [9.314062371335472, 47.40287086190254], [9.31363366708764, 47.40286043909727], [9.313548666021855, 47.40285836393118], [9.313205261220686, 47.40285171024433], [9.312951944041297, 47.40284669780869], [9.312778400379964, 47.40283868129151], [9.312674687107478, 47.40283393113377], [9.312432462034572, 47.4028101053902]]], ""type"": ""Polygon""}";2;Hof;1998-08-06
47.41708359199419,9.35266399722965;"{""coordinates"": [[[9.352866352434736, 47.41856356023197], [9.352983922119849, 47.418464240229994], [9.353069862710466, 47.41839621316233], [9.35313029999458, 47.41834846449819], [9.353172302601411, 47.41831519118943], [9.353189837334451, 47.41830149543842], [9.35334845470883, 47.41817813924402], [9.353439215012452, 47.41810630734306], [9.353581632117754, 47.417996921377316], [9.353592849895106, 47.417991868208226], [9.353686847720143, 47.41805021115182], [9.353779926579568, 47.41811026964731], [9.353886898141957, 47.418053931100246], [9.353886227187807, 47.418042282365356], [9.353892834476415, 47.41803618997962], [9.353895311482276, 47.41803761540314], [9.353977091965854, 47.417972643511206], [9.3551635905703, 47.41703758174547], [9.355178012152251, 47.41696026688982], [9.355227435522993, 47.41689718022873], [9.35526830161775, 47.41684566142949], [9.355295575683623, 47.416811291064974], [9.355304959252958, 47.41679874681204], [9.355325793319352, 47.416806768266156], [9.355365608871468, 47.41675552776147], [9.355389117896268, 47.41676384671158], [9.355416064497074, 47.41672885197104], [9.355513489881895, 47.416595261611484], [9.355461820434325, 47.416562821546805], [9.355349250080737, 47.416492246551506], [9.355119485257285, 47.41634817699785], [9.35507459838386, 47.41632003270889], [9.354901960722069, 47.41621160528074], [9.354507647611898, 47.41596241850613], [9.354106065509763, 47.41570966223351], [9.353954566540146, 47.415614315249655], [9.352987402991712, 47.41631812150316], [9.35270698988851, 47.41652218097308], [9.352396099558137, 47.416748309813926], [9.352387059323613, 47.41675493723466], [9.35207839639105, 47.416851348388015], [9.351838536940738, 47.41692630475952], [9.351429940022943, 47.416874356089956], [9.35101440176165, 47.41673136531073], [9.350730146573865, 47.416633505888306], [9.350383132304849, 47.41651392222396], [9.349394896565652, 47.416173365096554], [9.349211698187135, 47.41637972189436], [9.349076858840464, 47.41653159497865], [9.34891626530058, 47.41671193665368], [9.34894995158337, 47.41672686323293], [9.349554300720335, 47.41699759743922], [9.350170599098352, 47.417271657635155], [9.350744775770984, 47.4175275453568], [9.35082955464771, 47.417566628034216], [9.351078509385033, 47.4176864298963], [9.351140561569556, 47.417716441846096], [9.351446719753492, 47.4178707075482], [9.351472791215977, 47.41788025342148], [9.351595303635841, 47.417947590635016], [9.351620642039787, 47.417966244372174], [9.351816345999204, 47.418067016322745], [9.35206387330713, 47.41818975471266], [9.352138854601314, 47.41822540896618], [9.352251150501456, 47.418280993924995], [9.352278379080508, 47.418293588366616], [9.352370969264449, 47.41833603134047], [9.352573255078555, 47.418431762794086], [9.35266129986835, 47.41847275137058], [9.3527275026253, 47.41850386332499], [9.352726090659853, 47.41850514626483], [9.35274970124888, 47.418516648937405], [9.352751113214058, 47.418515365997266], [9.352842856021091, 47.418558920248095], [9.352866352434736, 47.41856356023197]]], ""type"": ""Polygon""}";13;Burgweiher - Lachen;2001-06-06
47.4361693239211,9.37325037214775;"{""coordinates"": [[[9.37337279738145, 47.43815139756652], [9.37348118772579, 47.4377786813794], [9.373636960655316, 47.4376723138741], [9.373690687009983, 47.437633178121445], [9.373770145907868, 47.43755742643851], [9.373820760051661, 47.43751293564274], [9.373832299068487, 47.43752029978166], [9.37396915046301, 47.4374621205417], [9.374236699232954, 47.43734830273741], [9.374562752372638, 47.43720974394965], [9.374823164943642, 47.43708973748861], [9.374852625484378, 47.43707943751181], [9.374883265612432, 47.4370687578968], [9.375057943556254, 47.43700796441303], [9.375305822413765, 47.43690760888332], [9.375509185292378, 47.436812326174085], [9.375790530135651, 47.43669665404945], [9.375382103420517, 47.43615041001402], [9.375688804803257, 47.43604221240952], [9.375674576147063, 47.436026526490934], [9.375982284009815, 47.435918329209116], [9.376246565274519, 47.43581633808604], [9.376116132337986, 47.43566312243856], [9.376027481695342, 47.43555142840262], [9.376000106152485, 47.43551913793124], [9.375888158529108, 47.43538707950796], [9.375725633343947, 47.43544388306909], [9.375675919976633, 47.4354569248313], [9.375677582178138, 47.43545887627548], [9.375568491882122, 47.435496331692924], [9.375478254952336, 47.435389468131866], [9.375256000721105, 47.43546721775372], [9.375019918273988, 47.43554976896469], [9.374793988603038, 47.43548134509912], [9.374788879246262, 47.435473207596424], [9.374778645650137, 47.435456887855445], [9.374710083023801, 47.43534764539157], [9.374494492410944, 47.43509356055619], [9.3743920033065, 47.43497275838764], [9.374239840871155, 47.43479353494792], [9.374060250952297, 47.4345820131739], [9.37398845081923, 47.43449743077912], [9.373735204185353, 47.434199053979306], [9.373895819330382, 47.43409488094656], [9.3738274925189, 47.43401390200322], [9.373733020022062, 47.43390197086056], [9.373710572123247, 47.43387535623055], [9.373682431111362, 47.43390731617808], [9.373643812542417, 47.433951237340416], [9.373542143681469, 47.43412638879222], [9.373439661506998, 47.43428320025585], [9.373420411627928, 47.434275254402685], [9.373298384552148, 47.43441565880724], [9.373164761361656, 47.434551137957044], [9.373124096160616, 47.43458510671766], [9.372932501771306, 47.434745037419276], [9.37287856589064, 47.43472398776584], [9.372731594583346, 47.43468561053036], [9.372535899708058, 47.43466342384079], [9.372508697471414, 47.43475372105061], [9.372312194999564, 47.4347330319644], [9.372183150116463, 47.43471944623885], [9.371949568411399, 47.43470553059492], [9.371731889848945, 47.43463918505527], [9.371478982117473, 47.43470063400219], [9.371369183784088, 47.43489679187434], [9.371359918685705, 47.43492645630102], [9.371299153400107, 47.43512224405737], [9.371279223671396, 47.43523431754337], [9.371253040371457, 47.435382311837856], [9.371187001285668, 47.43565270815334], [9.371136287690234, 47.43585951072303], [9.371157100951448, 47.436100366919135], [9.371160970074676, 47.43614483638273], [9.371281598988825, 47.43638444660384], [9.371308134155482, 47.43644328284954], [9.371414897771015, 47.436680794578656], [9.371066690224206, 47.43682102832339], [9.371101008945862, 47.436889720930814], [9.371152931151249, 47.43699366557253], [9.37136753808568, 47.43719059816013], [9.371387942877885, 47.43721571792553], [9.371538246029154, 47.43739494003566], [9.371564761423917, 47.437424006152064], [9.37161049962423, 47.43747083438283], [9.371693436545245, 47.437555726766185], [9.371796655703797, 47.43767329814506], [9.371823773516725, 47.43770397355263], [9.371967215159962, 47.437869814679395], [9.372036088091006, 47.43795080351524], [9.372254256305544, 47.43794046976111], [9.372447980626733, 47.43795079630282], [9.372680747129762, 47.438029447756215], [9.373210040264603, 47.43811750452054], [9.37337279738145, 47.43815139756652]]], ""type"": ""Polygon""}";31a;Rotmonten - Waldgut;2009-05-04
47.434031831674275,9.380762569296538;"{""coordinates"": [[[9.384693422594404, 47.43499663540063], [9.384709945850563, 47.43498326681587], [9.384724780109245, 47.434969035977595], [9.384789872180669, 47.43489508365563], [9.384863746434908, 47.43482234194669], [9.384875347057173, 47.43480888527994], [9.384885026080353, 47.434794732222834], [9.384927837837521, 47.434739166630656], [9.384858248210241, 47.43468215578794], [9.384753161379619, 47.434596097968054], [9.384703605817437, 47.43454267235343], [9.384656859790319, 47.434498268233064], [9.384630544448441, 47.4344679420719], [9.384613810669016, 47.43443457560787], [9.384604640339058, 47.43441223789143], [9.384541082565951, 47.43434538173824], [9.38446303180783, 47.43426400571256], [9.384281855526565, 47.43407508991917], [9.384268078285864, 47.43406092687938], [9.384081837364572, 47.433865456364984], [9.383960744109844, 47.43373681529899], [9.383837221891145, 47.43360917764924], [9.383757670088812, 47.433526215990014], [9.38367578445132, 47.433440702460395], [9.383597157665248, 47.43335800403085], [9.383486569981375, 47.433242114169396], [9.383373653544934, 47.433124167123076], [9.383198687576499, 47.43294134402527], [9.383133055331356, 47.43287640236434], [9.38306266319398, 47.432811459768715], [9.382990461647347, 47.43274815800384], [9.38291553943941, 47.43268732211025], [9.382857563365834, 47.43264320515474], [9.382741269818768, 47.43255650636462], [9.38255275122897, 47.43241598849752], [9.382525772271297, 47.43239610936965], [9.382163284456198, 47.43212599309319], [9.38186875831074, 47.431907247697666], [9.381666009879886, 47.43175562265275], [9.381417233308445, 47.431570726896766], [9.38134068818826, 47.43151437073113], [9.381082908520435, 47.43132358872254], [9.380979141487332, 47.4312464572648], [9.380710424996888, 47.431047653126235], [9.380472863360943, 47.43087269740522], [9.38047832371276, 47.430869366805766], [9.38041132840228, 47.43081886848711], [9.380410220180677, 47.43081465859086], [9.38038708116518, 47.430797503489146], [9.380381178528673, 47.43079634309499], [9.380330256626756, 47.43075830522704], [9.380212850717946, 47.430667781013504], [9.380213338472485, 47.43066370624868], [9.380212462087728, 47.43065967239287], [9.380210268203768, 47.430655867596336], [9.380206857118475, 47.43065249710125], [9.380196339709642, 47.43064404580723], [9.380184390540197, 47.43063668918709], [9.380165553390981, 47.43063241722729], [9.380110092518281, 47.4305844330323], [9.380108502467726, 47.43058445974125], [9.379545088699423, 47.43006588889108], [9.379537491198992, 47.43006987611816], [9.379086798347888, 47.42967461017566], [9.378993025304483, 47.42960450667657], [9.378845879577343, 47.429495623021374], [9.378567414478608, 47.42929042801802], [9.37841224620345, 47.429176730222586], [9.378267382554109, 47.42906855429189], [9.378125352480977, 47.42895917004353], [9.37807762290407, 47.42892023194346], [9.378025715256664, 47.42887578589294], [9.377925062091215, 47.42878743445777], [9.377865355668039, 47.42873598470194], [9.37786329151266, 47.42873718892475], [9.377791810839948, 47.428678064454616], [9.377749435221247, 47.428703093881516], [9.377701803666092, 47.42866464881298], [9.377692851197782, 47.4286700171769], [9.377667713589844, 47.428660182518314], [9.377628975423267, 47.428642038028336], [9.377591668472078, 47.4286209635365], [9.377498207471938, 47.42856659809533], [9.37740071746943, 47.42851445041043], [9.377352928766802, 47.42849096957958], [9.37727532346199, 47.42853993657473], [9.377198886237325, 47.42848411575647], [9.377198527762756, 47.42847791395161], [9.377121696636163, 47.428421829785734], [9.37707681197783, 47.428416194844424], [9.376996818563468, 47.42841160754876], [9.376917383614519, 47.42841179714911], [9.376836333556046, 47.42841423599855], [9.376597283351865, 47.42842419150534], [9.376518918634051, 47.42842901424983], [9.37644486029398, 47.42844105217462], [9.376069522610974, 47.42844057904192], [9.37574578332807, 47.42825574047606], [9.375613368809864, 47.42835753668262], [9.375476538901472, 47.42848009943348], [9.375264689718538, 47.42866702284512], [9.375312011218242, 47.42872505118878], [9.375412125963726, 47.42884135800729], [9.375597231851739, 47.4290474502808], [9.37577991275092, 47.429252080441074], [9.375940441743058, 47.4294323403458], [9.376110796289742, 47.429622799676515], [9.376186621426088, 47.429706224742745], [9.37626512337842, 47.42979106237205], [9.376368836857695, 47.42989539625486], [9.376452221892514, 47.42997450188501], [9.376539172760495, 47.43005139742701], [9.37662984669926, 47.43012712386896], [9.376729732128284, 47.43020676234805], [9.377145141373786, 47.43053898539413], [9.37727278614418, 47.43064103678097], [9.377318667684063, 47.43068454060804], [9.37735998634446, 47.430730900974815], [9.377385956332025, 47.43075919224074], [9.37740656116704, 47.430747573586125], [9.377432944887461, 47.43076793169378], [9.377581842653166, 47.43088158303298], [9.377584736588684, 47.430887139511434], [9.377585401343815, 47.43089301228727], [9.377583796003366, 47.43089880618659], [9.377580025080045, 47.43090411459837], [9.377524557852126, 47.43094360549468], [9.377525443126574, 47.43094970848913], [9.3775644340427, 47.43099694453844], [9.377606181583042, 47.431043054710955], [9.377650993723016, 47.43108666631906], [9.378164322091894, 47.43155396792575], [9.378282409156068, 47.43169814883374], [9.378307513213748, 47.43173976074379], [9.378322108445271, 47.43178333937405], [9.378118825632809, 47.43197365976038], [9.378015371644569, 47.43205602523965], [9.377967429937678, 47.432100482253695], [9.377940528005915, 47.43214160828664], [9.377921917377396, 47.43218431359441], [9.377919551195392, 47.432228536717744], [9.377931615003218, 47.43227214886276], [9.377952688723239, 47.43231486309876], [9.37797451786526, 47.43234992634913], [9.377997944022379, 47.43238515173303], [9.378000970679883, 47.43239543830499], [9.378053822374074, 47.432457691248246], [9.378171290091089, 47.432595018068255], [9.378185681856024, 47.43260827181352], [9.378206613853628, 47.43261834789116], [9.378242454940876, 47.432707165928534], [9.378235595305908, 47.43270630938043], [9.378228806454501, 47.43270739495893], [9.378223195895574, 47.43271025113325], [9.378219780163255, 47.43271439301079], [9.378208542969901, 47.432773870668825], [9.378206960182982, 47.4327962903318], [9.378209896308478, 47.43281864316242], [9.378215245677628, 47.432845363942896], [9.37822243989032, 47.43287213473712], [9.378234708134999, 47.43291079516254], [9.378272364662362, 47.43302431499918], [9.378292251673919, 47.43308793072107], [9.37828587304116, 47.433113732697606], [9.378286855655487, 47.433126140825856], [9.378363304428534, 47.433369769526045], [9.378418613378093, 47.43354705047212], [9.378483227000823, 47.43375296507365], [9.378523278755997, 47.43395544121037], [9.378491500592766, 47.43422364804696], [9.37846094588447, 47.434487596810214], [9.378444684348388, 47.4346271315306], [9.378439335100984, 47.43468445008855], [9.378523973987438, 47.43482457667429], [9.378561268839002, 47.43486155748597], [9.37876100462368, 47.43505667509727], [9.37888067996188, 47.43517942528753], [9.379029233995707, 47.43534177142711], [9.379132236069868, 47.43546214719072], [9.379261675332746, 47.43562424712984], [9.37927008757654, 47.43563530694312], [9.379372282208262, 47.43577386963579], [9.379474863583278, 47.43592592997655], [9.379571260224209, 47.436080001403404], [9.379654467713433, 47.43622400185821], [9.379661109174732, 47.43623558620358], [9.379833058446282, 47.43654912593029], [9.379977634932727, 47.436812706933964], [9.38013088281935, 47.437092219433886], [9.380171781935676, 47.437166853877166], [9.380250538962946, 47.437304720851046], [9.3803015348208, 47.437390404691634], [9.380344627357104, 47.43746299594054], [9.380448047786624, 47.43762589150446], [9.380525162723744, 47.437743794945426], [9.380635042492267, 47.437901615591834], [9.380697317090638, 47.43798746965334], [9.38074870412815, 47.438058400942126], [9.38086748278243, 47.43821330984246], [9.380989865625255, 47.43836667358929], [9.38113135612058, 47.438535253635834], [9.381278075737992, 47.43870138847266], [9.381376894308543, 47.438808193423746], [9.381430027667736, 47.438865527868096], [9.381587192899334, 47.43902715030644], [9.381758156019059, 47.439195468159774], [9.381780313939135, 47.43921723687406], [9.38200448977333, 47.43943555490004], [9.382103111403053, 47.43951982553213], [9.382411387118148, 47.439576522527524], [9.38254036964416, 47.439568757643976], [9.382566440799119, 47.43956659184648], [9.382815714321701, 47.43954582766393], [9.382981546618236, 47.43953438361709], [9.383137551191947, 47.43952580368916], [9.383292975233397, 47.43951948252112], [9.383410187969584, 47.439515873257974], [9.383491026371116, 47.43951117544254], [9.383569447381923, 47.439502379703654], [9.383599075069668, 47.4394970229401], [9.383627571329617, 47.439489373021786], [9.383654567714546, 47.439479508123384], [9.383679671573256, 47.43946756980478], [9.383701265416875, 47.439452478673516], [9.383720676934617, 47.4394360927279], [9.383737765278521, 47.439418549291275], [9.383752363753537, 47.4394000041155], [9.383758930686355, 47.43937976772403], [9.383762807443683, 47.43935921672505], [9.38376400027343, 47.4393385219532], [9.38376246142723, 47.439317828161315], [9.38374397224022, 47.43922957453196], [9.383694116157608, 47.43899170967254], [9.383687237027543, 47.438959508826], [9.38363581851569, 47.43871879123411], [9.383603456665394, 47.43857750078224], [9.383559698879221, 47.43836858398018], [9.383541275573627, 47.438302794268516], [9.383516564680674, 47.438235131037814], [9.383488090895376, 47.43817408079928], [9.383459293564023, 47.438118326131054], [9.38343704933175, 47.4380753356654], [9.383431067303714, 47.43800998439318], [9.38343014370782, 47.43798979305881], [9.383430572498959, 47.4379695969656], [9.383432314904717, 47.437949423756116], [9.383435386476165, 47.43792933614659], [9.38344100072295, 47.437909520647636], [9.383448562278005, 47.43789001426594], [9.383458047592367, 47.437870898368715], [9.383469419865106, 47.43785225454603], [9.38348335723835, 47.43783086851736], [9.38362294502778, 47.43761816510954], [9.383749283872557, 47.43742611623816], [9.3838808598538, 47.43722428048758], [9.383893932197214, 47.43720064175506], [9.38390600109351, 47.43717675899896], [9.383917067201292, 47.437152650202094], [9.383927104675047, 47.437128333793474], [9.383940558495437, 47.437093730494574], [9.383951607606164, 47.43703324779162], [9.383959328299722, 47.43696877252536], [9.38394647877467, 47.436750761621354], [9.383943503537052, 47.43672741093128], [9.383925454671504, 47.436585168862734], [9.383906520771644, 47.43641182163593], [9.383956884976309, 47.43625809987992], [9.384039020698626, 47.43616135114794], [9.384182740776442, 47.435998383769196], [9.384273595619119, 47.435894605516964], [9.384315133009304, 47.435844036897265], [9.384346489422368, 47.43579462928469], [9.384380153146747, 47.435727818929706], [9.384386818874551, 47.4357142924435], [9.38449748276356, 47.43549265486314], [9.3845045671415, 47.43547571151925], [9.384617360071985, 47.43523907620791], [9.384645367805746, 47.43517788502984], [9.38465922783913, 47.43514680153121], [9.384658960104023, 47.4350151103125], [9.384677012582367, 47.43500657428061], [9.384693422594404, 47.43499663540063]]], ""type"": ""Polygon""}";25;Leimat;2000-08-30
